price,title,loc_string,loc,type,subtype,selltype,desc,size,rooms,bathrooms,ppm2
429000.0,"Piso Gran via de les corts catalanes. Piso gran via de les corts catalanes, barcelona",Barcelona - Dreta de l´Eixample,,FLAT,FLAT,SECOND_HAND,"1ª planta real exterior con ascensor en finca del año 1954 que consta de 99m² distribuidos en: 3 habitaciones.(1 doble, 1 pequeña, 1 mediana) 1 baño completo, cocina independiente con salida a patio interior, trastero/lavadero, terraza de 79m² y ademas dispone de aire acondicionado. *El precio de venta del inmueble aquí expuesto no incluye ni impuestos ni gastos que grava la compraventa (ITP o IVA, gastos notariales o registrales) tampoco honorarios de agencia por intermediación inmobiliaria ni gestión hipotecaria (si procede)*.",99.0,3.0,1.0,4333.0
120000.0,Estudio Carrer del comte borrell. Estudio con ascensor,Barcelona - Sant Antoni,,STUDIO,STUDIO,SECOND_HAND,"Les presentamos el antiguo piso de la portería.
PERFECTO PARA INVERSORES.
Se puede alquilar entre 700€ y 800€/mes.
Se trata de un bajo interior con la cédula de habitabilidad caducada. Es necesario realizar unas pequeñas obras para volver a obtenerla. Realizar obras para tener una cocina y la ventilación del baño. Se dispone de la nota del Registro de la Propiedad antigua y actual donde se describe la vivienda. En el catastro también sale como vivienda. Tenemos informe de arquitecto si se hacen las obras descritas hay posibilidad de volver a sacar la cédula de habitabilidad.
En la sala se puede poner la cocina tipo americana, el salón/comedor y un armario con cama de matrimonio.
El baño tiene una ducha y espacio para poner la lavadora/secadora. Termoacumulador eléctrico.
Suelo de gres, simula parquet, de la marca Roca muy resistente.
Gastos comunitarios de 77€/trimestre
IBI de 23,33€/trimestre
Muy bien comunicado, entre las paradas de metro de la L1 de Rocafort y Urgell.
Buses V9, 52, H12, N1, N2, N13, N14, N15, N16, N17, N18, N28, bus Garraf, E95, L95.
En una zona de superilla y cerca del mercado de Sant Antoni.",25.0,1.0,1.0,4800.0
381000.0,"Piso Corsega. Piso en venta en barcelona, con 85 m2, 4 habitaciones y 2 baños,",Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"Colibree les presenta piso en una finca con ascensor.
La vivienda se encuentra en una tercera planta real con mucha luz natural y vistas al exterior, a dos calles de Paseo San Juan y de la propia Sagrada Familia y a 16 minutos a pie de Paseo de Gracia.
La propiedad consta de cuatro habitaciones, dos de ellas dobles (una de ellas exterior, muy luminosa y espaciosa) y dos individuales completas (una de ellas con armario empotrado). El salón-comedor cuenta con una cristalera con salida a una terraza, y la cocina tiene una ventana que da al patio interior. Además, el piso dispone de un baño completo y aseo, así como de una sala de lavandería, una despensa y un zapatero.

La vivienda destaca por sus techos altos, que permiten la creación de altillos útiles en los pasillos, y dispone de aire acondicionado frío y calor. El recibidor es amplio y cuenta con un armario empotrado. Cabe mencionar que, en caso de querer reformar, tiene la posibilidad de mover o tirar varias paredes lo que permite crear diferentes espacios debido a que todas las habitaciones tienen paredes de tabique (no maestras).

El edificio cuenta con cámaras de seguridad y dispone de un amplio terrado con vistas 360º a toda Barcelona, desde donde se puede observar el mar, las torres Mapfre, la Sagrada Familia y el Tibidabo. El edificio tiene orientación este (sol durante todo el día).

La ubicación de la vivienda es inmejorable, en un barrio en el que cuenta con zonas verdes muy amplias, una gran variedad de negocios, tiendas, supermercados, restaurantes, gimnasios, estaciones de servicio, hospitales y colegios. Además, la zona es ideal para aquellos que quieran residir en el centro de Barcelona, ya que cuenta con grandes atractivos artísticos y comerciales, así como una buena comunicación en transporte público con el resto de la ciudad (metro L2, L4, L5 y numerosas líneas de autobuses a 200 metros).

Nota: La Finca cuenta con la aprobación de la ITE. También, la fachada del edificio ha sido rehabilitada recientemente, así como han sido renovadas las instalaciones de contadores de agua, luz y gas general.",85.0,4.0,2.0,4353.0
460000.0,Piso en Dreta de l´Eixample. Piso alto con terraza en eixample dret,Barcelona - Dreta de l´Eixample,,FLAT,FLAT,SECOND_HAND,"Les presentamos este práctico y encantador piso en la parte alta de Eixample Dret. Se trata de un piso alto y luminoso, en una finca de los años 70 bien mantenida.
El piso es muy cuadrado y está bien aprovechado. Entramos a un amplio distribuidor que da acceso al living, la sensación de amplitud es total gracias a los grandes ventanales que dan acceso a una terraza muy disfrutable. A mano derecha del distribuidor accedemos a la zona de noche donde tenemos dos habitaciones dobles y un vestidor o despacho. El piso tiene calefacción por gas y parquet natural en todo el piso. Cuarto de baño grande con ventilación natural y cocina con lavadero independiente.
Finca adaptada con ascensor.
El edificio goza de terraza en la azotea con vistas espectaculares.
Este piso se ubica en Eixample Dret, en plena Diagonal que gracias al proyecto pacificador de ampliación de aceras, Tranvía, y reducción de carriles, será sin duda una de las mejores Avenidas donde vivir. Es una zona bien abastecida de comercios top y la mejor oferta gastronómica sin duda.
Dentro del Eixample es una de las zonas más agradables para vivir y no la más concurrida
Todos los transportes públicos como metro, bus o ferrocarriles se encuentran en las inmediaciones.
Así mismo se encuentra a dos pasos de la carismática Vila de Gracia, con su gran oferta gastronómica y artística.",82.0,3.0,1.0,5610.0
235000.0,Planta baja en Dreta de l´Eixample. Rentabilidad 5% ideal inversion or parejas fantástica propiedad,Barcelona - Dreta de l´Eixample,,GROUND_FLOOR,GROUND_FLOOR,SECOND_HAND,"Acogedora e impecable vivienda RECIEN REFORMADA, a estrenar.

Con una ubicación inmejorable y estratégica, en una calle muy tranquila, con poco tráfico, rodeada de todos los servicios y comercios de la zona, encontramos esta magnífica vivienda recientemente REFORMADA A ESTRENAR, en una FINCA REGIA, en buen estado de conservación, a escasos minutos de La Basílica de la Sagrada Familia, al lado del Passeig de Sant Joan y el Hospital de la Santa Creu i Sant Pau, recinto modernista emblemático en Barcelona.

Por sus características y enclave, es una gran OPORTUNIDAD DE INVERSIÓN, con alta rentabilidad y gran demanda, al igual que una muy buena oportunidad para quienes quieren independizarse o como primera vivienda para parejas.

La vivienda de acceso independiente desde la calle, está ubicada en la planta baja de un edificio construido en 1900, en perfecto estado, con la ITE pasada y unos gastos de comunidad muy bajos: 20€/mes.

Se compone de amplio salón exterior a calle, techos altos, con volta Catalana y cocina abierta. Una habitación en suite, con baño completo, amplio y muy cómodo y un agradable patio con zona de lavandería, donde podrás hacer vida también.

En cuanto a las calidades, cuenta con carpintería exterior con doble cristal climalit, 2 splits de aire frio/caliente para climatizar la vivienda, iluminación led, cocina completamente equipada con electrodomésticos de la marca Bosch, en otros detalles de alta calidad.

La zona se rodea de centros médicos, colegios, hospitales, supermercados, centros comerciales y un sinfín de restaurantes y sitios con un encanto particular, además de estar muy bien comunicado con metro L4 y cerca de L2, L3, L5 y varias líneas de autobuses.

Sin duda una de las mejores zonas para vivir en Barcelona. ¿Qué más se puede soñar?

¡No pierda esta oportunidad única! ¡Llámenos para concertar una visita!",60.0,1.0,1.0,3917.0
399000.0,"Piso en Dreta de l´Eixample. Espectacular vivienda con gran terraza, junto paseo san joan, en",Barcelona - Dreta de l´Eixample,,FLAT,FLAT,SECOND_HAND,"Espectacular piso muy luminoso y tranquilo, con una gran terraza accesible desde el salón-comedor y desde una de las dos habitaciones que dispone el inmueble, ambas con armarios empotrados. Cuenta a su vez, con una cocina office totalmente equipada, con puertas correderas que dan directamente al salón-comedor y un baño completo con bañera.
Todas las estancias son amplias, muy luminosas y con buena ventilación.

En cuanto a las calidades, este piso cuenta con carpintería exterior de aluminio, Aire Acondicionado y suelos de parquet, que dan mucha calidez a la vivienda.

Situada en una finca semi-nuevs de 1991, con ascensor.

Rodeado de centros médicos, colegios, hospitales, supermercados, centros comerciales y un sinfín de restaurantes y sitios con el encanto del barrio. Se comunica perfectamente con autobuses, aria paradas de metro (L4 - Girona y L1 - Tetuán) y muy cerca de la estación de tren.


¡No pierda esta oportunidad única! ¡Llámenos para concertar una visita!",85.0,2.0,1.0,4694.0
284400.0,Piso en Dreta de l´Eixample,Barcelona - Dreta de l´Eixample,,FLAT,FLAT,SECOND_HAND,"Piso con trastero en venta de 1 dormitorio en Barcelona. Situado en un área residencial del centro comercial y financiero de Barcelona, en distrito del Ensanche con todos los servicios, en un entorno de edificios y espacios públicos emblemáticos de gran valor patrimonial y artístico, esta luminosa vivienda de segunda mano completamente reformada y 47 m² ofrece muy buena conexión tanto por transporte público (autobús línea 2, metro L1, L2, L3, L4 y la estación de tren a 5 minutos caminando) como privado y fácil acceso a la Ronda Litoral. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud y farmacias la convierten en una propuesta inteligente a un precio accesible. En una opción para construir un hogar y entrar a vivir de inmediato. La vivienda se encuentra en la sexta planta de un edificio construido en 2007. Tiene una superficie de 47 m² distribuidos en amplio salón-comedor con cocina amueblada, 1 dormitorio con armario empotrado, 1 baño y una gran terraza de 9 m². Cuenta con preinstalación de aire acondicionado y pavimento de tarima en la mayoría de estancias. Todo ello de óptima calidad. Esta vivienda ofrece también cuarto trastero de 6 m² en la planta sótano del edificio. Por todo ello, esta vivienda en el centro de Barcelona representa una oportunidad para entrar a vivir con su familia. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",47.0,1.0,,6051.0
370000.0,Piso en Sagrada Família. Lepant - indústria,Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"LEPANT - INDÚSTRIA piso en venta en el barrio Sagrada Familia de Barcelona REFORMADO A ESTRENAR El piso dispone de 2 habitaciones , cocina americana, 2 baños, exterior a patio manzana con vistas a Jardins de la Indústria y balcón. Finca con ascensor. Situado en una zona muy bien comunicada con L5 y L2 más líneas de autobús. Rodeado de zonas ajardinadas, colegios y todo tipo de comercios. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).
PARA PROPIETARIOS:
1.¿Necesitas vender para comprar? donpiso puede comprar tu casa entregándote el 10% en 48 horas y el resto ante Notario.
2. ¿Problemas económicos? Te ayudamos entregándote una cantidad pactada cada mes mientras vendemos tu casa. Sin gastos de ningún tipo.
3. ¿Vendes un piso con hipoteca? mientras gestionamos la venta, te adelantamos la cuota mensual.
4. ¿Reformas? al mejor precio y te las financiamos dentro de la hipoteca.
5. ¿La mejor hipoteca? en donpiso la encuentras y con condiciones preferentes.
6. ¿Herencias y divorcios? te ayudamos y coordinamos todo.
Infórmate:",72.0,2.0,2.0,5139.0
235000.0,Piso Carrer del rosselló. Piso para reformar en calle rosselló,Barcelona - Dreta de l´Eixample,,FLAT,FLAT,SECOND_HAND,"Piso en venta en el barrio de Sagrada Familia en edificio de 1966 en muy buen estado, con ascensor, ubicado en la calle Rosselló y Padilla. 

El piso tiene 53m2 construidos y 46m2 útiles para reformar. Es exterior con orientación Este. Vista abierta y luminoso,  

Actualmente consta de un salón comedor y dormitorio individual con armario empotrado, ambos con vistas abiertas a patio de manzana y a un pasaje de casas bajas. El segundo dormitorio doble es interior con armario empotrado, cocina, zona de aguas con acceso a patio interior, baño completo y despacho. 

Las paredes son tabiques lo que da la posibilidad de reformar la vivienda a su gusto y necesidades. Cuenta con Gas, electricidad y Agua.  

El piso se ubica en una segunda planta, tercera real. 

Contamos con Planos y propuestas de reforma.  

La zona de la Sagrada Familia está llena de todo tipo de comercios, servicios, restaurantes y puntos turísticos de la ciudad, como la Sagrada Familia y el Hospital de Sant Pau 

¡No pierdas esta oportunidad de vivir en uno de los barrios más auténticos de Barcelona!",53.0,2.0,1.0,4434.0
359000.0,Piso en Calle córsega 595,Barcelona - Sagrada Família,Calle Córsega 595,FLAT,FLAT,SECOND_HAND,"Perfecto piso con ascensor en l'Eixample. Compra tu nuevo hogar SIN INTERMEDIARIOS, directamente con el PROPIETARIO sin tener que pagar más del precio de venta. Homy Capital tiene en su cartera activa este inmueble en pleno Eixample - Sagrada Família, Barcelona. El inmueble tiene 101 m² y se encuentra en una primera planta real. Actualmente está distribuido en salón comedor, 3 habitaciones dobles, 1 habitación individual, cocina independiente con galería y un baño completo. Está para reformar íntegramente a su gusto, con varias posibilidades de reforma. Una de esas distribuciones podría ser un comedor de 30 m², 3 habitaciones dobles, cocina de 20 m² y 2 baños completos. La finca esquinera es de 1955 y la fachada es de obra vista. Está en una ubicación y zona INMEJORABLES, además es luminosa y dispone de ascensor. Está próxima de la Sagrada Familia, zonas verdes, escuelas, comercios y además tiene buena comunicación en transportes públicos. El inmueble está para reformar, las imágenes, son del estado actual. UNICO PRECIO Y ZONA Abstenerse agencias. Posibilidad de asesoramiento con bróker financiero gratuito. Pregúntanos sin compromiso.",101.0,3.0,1.0,3554.0
350000.0,"Piso en Sant Antoni. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Sant Antoni,,FLAT,FLAT,SECOND_HAND,"¡Vivienda única a estrenar con terraza!

Clikalia pone a la venta este inmueble exterior de 72 m2 reformado. Se sitúa en la 3ª planta con ascensor, en la calle Avenida Paralel, en Sant Antoni.

Somos los propietarios de la vivienda ¡NO COBRAMOS COMISIÓN!

El inmueble consta de 3 habitaciones con armarios empotrados, salón-comedor, cocina abierta equipada, 1 cuarto de baños y 1 aseo. La vivienda cuenta además con aire acondicionado, calefacción y terraza.

Este inmueble tiene una ubicación excelente ya que se encuentra a pocos minutos a pie de La Barceloneta, la Plaza de España y Fuente Mágica de Montjüic.

Contacta para ver los detalles de la reforma y agendar una visita. ¡Posibilidad de financiación hasta el 100%!

¿Te interesa esta vivienda? ¡Llámanos! Clikalia está a tu disposición de lunes a viernes de 9.00h a 20.00h.",72.0,3.0,2.0,4861.0
330000.0,"Piso en Sagrada Família. Piso con 2 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"¡Vivienda única a estrenar!

Clikalia pone a la venta este inmueble exterior de 59 m2 en reforma. Se sitúa en la 2ª planta con ascensor, en la calle Mallorca, en la Sagrada Familia.

La vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.

Somos los propietarios de la vivienda ¡NO COBRAMOS COMISIÓN!

El inmueble consta de 2 habitaciones con armarios empotrados, salón-comedor, cocina abierta equipada y 1 baño. La vivienda cuenta además con aire acondicionado, calefacción y terraza.

Este inmueble tiene una ubicación excelente ya que se encuentra a pocos minutos a pie de la Sagrada Familia, rodeado de restaurantes, supermercados y muy bien conectado.

¿Conoces nuestro paseo virtual? Visita y descubre el inmueble cómodamente y en exclusiva donde y cuando tú quieras gracias a la mejor tecnología del mercado. Conéctate desde casa acompañado en todo el proceso por uno de nuestros agentes o ven a nuestras oficinas para descubrir en primera persona los materiales y acabados.


Contacta para ver los detalles de la reforma y agendar una visita. ¡Posibilidad de financiación hasta el 100%!


¿Te interesa esta vivienda? ¡Llámanos! Clikalia está a tu disposición de lunes a viernes de 9.00h a 20.00h.",59.0,2.0,1.0,5593.0
240000.0,Piso Calle cartagena. Piso con 2 habitaciones con ascensor y calefacción,Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"La Casa Agency presenta fantástico piso en Calle Cartagena.

El piso consta de 58m2 distribuidos en: recibidor, cocina, baño, 2 habitaciones (2 dobles y exteriores) con acceso al balcón, salón amplio y balcón con orientación sur a amplio patio de manzana.

La vivienda esta dotada de bomba de calor sustitutiva de la calefacción. Está en muy buen estado, perfectamente apta para entrar a vivir en cualquier momento. Situado a 10 minutos exactamente de Sagrada Familia, presentamos una gran oportunidad, tanto para primera residencia como para inversión, zona muy tranquila rodeada de comercios supermercados, bares, peluquerías y mas, hecho que hace de su ubicación un gran atractivo.

¡NO PIERDAS LA OPORTUNIDAD DE VENIR A VERLO! Impuestos, gastos de escrituración, honorarios de agencia y gastos de hipotecarios (si procede) no incluidos en el precio.",58.0,2.0,1.0,4138.0
275000.0,Piso Pasaje simo. Piso con 2 habitaciones con aire acondicionado,Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"¡INMUEBLE COMPLETAMENTE A REFORMAR CON TERRAZA!

En una de las mejores Zonas, Cerca de La Sagrada Familia, muy cercano a todo tipo de comercios, hospital de Sant Pau, colegios, CC Les Glorias. Muy bien comunicado con la línea 5 (Azul) y línea 2 (Morada) parada de Sagrada Familia y con diversas líneas de autobuses.

Finca del 1900 SIN ASCENSOR, el piso está situado en una primera planta con doble orientación Sureste interior y Noroeste exterior.

El inmueble consta de 53m2 útiles y 53m2 de terraza
- 2 dormitorios
- salón comedor
- Baño completo (actualmente ubicado en la terraza)
- Cocina independiente
- Vestidor
- Trastero
- 1 balcón francés


No te pierdas lo oportunidad de venir a verlo!
Esperamos tú visita.

Si deseas asesoramiento financiero disponemos de un departamento hipotecario. Si desea vender su vivienda, le ofrecemos una valoración profesional y gratuita. ¿Te lo vas a perder? *Impuestos, gastos y honorarios de la agencia, no incluidos en el precio.

REF:SAND290SIM",55.0,2.0,1.0,5000.0
340000.0,"Piso Sardenya. Piso con 3 habitaciones con ascensor, calefacción, aire acondici",Barcelona - Sagrada Família,,FLAT,FLAT,SECOND_HAND,"Piso en venta con inquilino (EN RENTABILIDAD) muy cerca de Iglesia de la Sagrada Familia.
Clásico piso del Eixample, muy tranquilo, orientado hacia patio de manzana (Sol de mañana).
Conformado por un salón-comedor con A. A, cocina con galería muy luminoso, 3 dormitorios. 1 de esos dormitorios es doble con baño (tipo suite), 1 habitación interior y 1 estudio (con baño-ducha, mini-cocina y mezzanina).
La vivienda en una tercera planta de una finca regia con un ascensor nuevo está ubicada a dos manzanas de la Sagrada Familia, rodeada de todo tipo de comercios, transportes públicos y de muy fácil acceso.
Si puede estar interesado en este inmueble o quiere conocer nuestra amplia cartera de producto, contacte con Fincas Siglo XXI, somos una empresa líder en el sector con una larga trayectoria. Nuestros consultores encontrarán el inmueble que más se ajuste a sus necesidades.

Ref.:",75.0,3.0,2.0,4533.0
